,GENE,POS
3166,ENSG00000143365,"[151778547, 151804348]"
266,ENSG00000049245,"[7831329, 7841492]"
3763,ENSG00000213068,"[167131660, 167132074]"
5217,ENSG00000252073,"[245118160, 245118265]"
3736,ENSG00000188859,"[166026674, 166136206]"
360,ENSG00000207213,"[11059919, 11060002]"
1460,ENSG00000117480,"[46859937, 46879520]"
3421,ENSG00000237390,"[156358018, 156365401]"
952,ENSG00000200087,"[28835071, 28835274]"
2160,ENSG00000154451,"[89724633, 89738544]"
5262,ENSG00000221953,"[247273462, 247275719]"
1574,ENSG00000212624,"[52190447, 52190568]"
4759,ENSG00000143502,"[223394161, 223537544]"
3337,ENSG00000232093,"[155017667, 155018594]"
1842,ENSG00000226891,"[65437908, 65468159]"
2208,ENSG00000069712,"[92632542, 92650280]"
2979,ENSG00000207205,"[148604908, 148605072]"
3436,ENSG00000272068,"[156607575, 156610796]"
4762,ENSG00000203697,"[223711349, 223853436]"
754,ENSG00000117308,"[24122089, 24127271]"
1378,ENSG00000239560,"[44582772, 44583069]"
980,ENSG00000230523,"[29656132, 29676626]"
2100,ENSG00000162642,"[85715639, 85725355]"
286,ENSG00000142599,"[8412457, 8877702]"
3533,ENSG00000251686,"[159335951, 159336879]"
3088,ENSG00000203804,"[150533480, 150533969]"
1154,ENSG00000171812,"[36560837, 36590821]"
1511,ENSG00000237180,"[48555040, 48555306]"
4231,ENSG00000233057,"[194158097, 194159472]"
3261,ENSG00000272030,"[153603914, 153606873]"
4298,ENSG00000260088,"[200638635, 200663378]"
2191,ENSG00000162669,"[91726323, 91870426]"
211,ENSG00000233304,"[4000673, 4015322]"
3164,ENSG00000269489,"[151770530, 151771078]"
274,ENSG00000200344,"[8042941, 8043043]"
88,ENSG00000186891,"[1138888, 1142071]"
2798,ENSG00000231182,"[142950985, 142956716]"
2324,ENSG00000235777,"[98262477, 98263622]"
298,ENSG00000230679,"[8938894, 8939953]"
3674,ENSG00000227243,"[162415339, 162415676]"
4882,ENSG00000162913,"[228391207, 228401365]"
3776,ENSG00000197965,"[167690429, 167761156]"
4652,ENSG00000232809,"[215549827, 215550717]"
315,ENSG00000252956,"[9497728, 9497837]"
4925,ENSG00000229840,"[229177918, 229178338]"
2151,ENSG00000137944,"[89401456, 89458636]"
3288,ENSG00000143552,"[153965161, 154127592]"
3117,ENSG00000213190,"[151030234, 151040970]"
2020,ENSG00000162614,"[78354198, 78409580]"
4818,ENSG00000143768,"[226124298, 226129189]"
2974,ENSG00000229002,"[148542873, 148545128]"
1275,ENSG00000187815,"[40942887, 40962015]"
2413,ENSG00000237763,"[104197912, 104207173]"
528,ENSG00000185519,"[16384264, 16400127]"
1505,ENSG00000269113,"[48226200, 48462567]"
3598,ENSG00000122223,"[160799950, 160832692]"
3681,ENSG00000243173,"[162747520, 162747802]"
1318,ENSG00000127125,"[42921788, 42939056]"
3380,ENSG00000232519,"[155579567, 155580171]"
3034,ENSG00000234232,"[149649060, 149719362]"
2380,ENSG00000117543,"[101455179, 101491644]"
2616,ENSG00000236887,"[113741447, 113741880]"
1166,ENSG00000116885,"[36881428, 36916086]"
3471,ENSG00000227217,"[157661552, 157666249]"
4519,ENSG00000196352,"[207494853, 207534311]"
4795,ENSG00000229991,"[224762136, 224763091]"
2871,ENSG00000131779,"[145516252, 145523730]"
1222,ENSG00000158315,"[39351479, 39407471]"
4572,ENSG00000226986,"[211380389, 211381286]"
4255,ENSG00000213046,"[197657890, 197659757]"
1982,ENSG00000181227,"[76209103, 76210461]"
4576,ENSG00000153363,"[211556145, 211605878]"
4020,ENSG00000143340,"[179712298, 179785333]"
371,ENSG00000271794,"[11229564, 11229670]"
3482,ENSG00000227295,"[158145640, 158147545]"
2131,ENSG00000224198,"[87409368, 87410425]"
3418,ENSG00000228155,"[156293302, 156293487]"
3424,ENSG00000236947,"[156416204, 156426369]"
1538,ENSG00000234080,"[50791803, 50792682]"
5191,ENSG00000265201,"[243509478, 243509557]"
2744,ENSG00000239873,"[120101378, 120102397]"
1553,ENSG00000200262,"[51572894, 51573003]"
2817,ENSG00000238603,"[143647014, 143647177]"
4526,ENSG00000226289,"[207831799, 207832487]"
618,ENSG00000200403,"[19631570, 19631676]"
2381,ENSG00000269175,"[101455761, 101457653]"
3524,ENSG00000222552,"[159148263, 159148349]"
2629,ENSG00000235527,"[114466622, 114472114]"
4123,ENSG00000135842,"[184759858, 184943682]"
4797,ENSG00000234247,"[224848875, 224849588]"
2766,ENSG00000213244,"[120904675, 120905090]"
3895,ENSG00000227177,"[172855087, 172855398]"
1656,ENSG00000229687,"[54307220, 54307505]"
969,ENSG00000159023,"[29213603, 29446553]"
1843,ENSG00000185031,"[65450291, 65451770]"
3024,ENSG00000198161,"[149553003, 149553787]"
3151,ENSG00000159409,"[151674880, 151689290]"
3386,ENSG00000227673,"[155679889, 155680354]"
4779,ENSG00000252484,"[224294984, 224295243]"
1211,ENSG00000224592,"[38512986, 38584697]"
4615,ENSG00000162772,"[212738676, 212794119]"
1428,ENSG00000070759,"[45809555, 45956872]"
4956,ENSG00000203257,"[230451438, 230451976]"
426,ENSG00000179172,"[12907261, 12908578]"
4094,ENSG00000264768,"[182928620, 182928710]"
4271,ENSG00000227747,"[198918145, 198918934]"
1923,ENSG00000118454,"[70726271, 70820417]"
3395,ENSG00000173080,"[155911480, 155912625]"
5064,ENSG00000231199,"[235701352, 235703145]"
404,ENSG00000201135,"[12137938, 12138041]"
491,ENSG00000215704,"[15792404, 15817895]"
4909,ENSG00000200343,"[228761656, 228761774]"
3494,ENSG00000236257,"[158423988, 158425063]"
824,ENSG00000117632,"[26210672, 26233482]"
2542,ENSG00000143119,"[111415775, 111442550]"
3673,ENSG00000198574,"[162365056, 162381928]"
2790,ENSG00000233218,"[142688379, 142688925]"
4443,ENSG00000251696,"[205031380, 205031470]"
3515,ENSG00000180409,"[158778189, 158779125]"
4691,ENSG00000136628,"[220141943, 220220000]"
5201,ENSG00000244066,"[244267234, 244267510]"
1788,ENSG00000242860,"[62538120, 62538411]"
2187,ENSG00000272094,"[91326107, 91328477]"
2145,ENSG00000237959,"[89043563, 89043884]"
3246,ENSG00000203781,"[153399496, 153400877]"
1841,ENSG00000233877,"[65407662, 65408048]"
1209,ENSG00000183520,"[38474930, 38490496]"
974,ENSG00000116350,"[29474255, 29508499]"
474,ENSG00000116731,"[14026693, 14151574]"
3311,ENSG00000228013,"[154374804, 154379040]"
215,ENSG00000227169,"[4611795, 4612205]"
656,ENSG00000117242,"[20969150, 20978686]"
3235,ENSG00000230779,"[153197556, 153198482]"
2519,ENSG00000227091,"[110708808, 110715111]"
1583,ENSG00000200839,"[52439082, 52439207]"
4716,ENSG00000233012,"[220799082, 220801398]"
1130,ENSG00000240374,"[35757801, 35758099]"
3038,ENSG00000203815,"[149675978, 149676609]"
2063,ENSG00000242598,"[82022806, 82023517]"
131,ENSG00000189339,"[1592939, 1624167]"
4347,ENSG00000170075,"[202091986, 202102720]"
3566,ENSG00000162728,"[160051360, 160060353]"
1341,ENSG00000252803,"[43489220, 43489308]"
2184,ENSG00000143032,"[91177096, 91182794]"
4605,ENSG00000230063,"[212470790, 212472921]"
594,ENSG00000261781,"[18392151, 18400906]"
4871,ENSG00000154342,"[228194752, 228248961]"
810,ENSG00000157978,"[25870071, 25895377]"
247,ENSG00000173662,"[6615241, 6639817]"
29,ENSG00000231709,"[521369, 523833]"
1119,ENSG00000241014,"[35439957, 35450914]"
3363,ENSG00000176444,"[155232659, 155248282]"
2792,ENSG00000230446,"[142790233, 142790520]"
4243,ENSG00000134365,"[196819371, 196888102]"
4960,ENSG00000135775,"[230778235, 230829728]"
1974,ENSG00000206999,"[75648730, 75648832]"
633,ENSG00000235434,"[20140860, 20145995]"
46,ENSG00000223181,"[693613, 693716]"
5146,ENSG00000182901,"[240931554, 241520530]"
4617,ENSG00000235862,"[212797626, 212800113]"
868,ENSG00000266138,"[27090115, 27090393]"
1320,ENSG00000230116,"[42957410, 42958164]"
4730,ENSG00000143507,"[221874766, 221915518]"
1543,ENSG00000185104,"[50905150, 51425935]"
4129,ENSG00000121486,"[185087220, 185126204]"
3559,ENSG00000162723,"[159921282, 159924044]"
4217,ENSG00000116750,"[192981380, 193029237]"
2503,ENSG00000134201,"[110254864, 110318050]"
3567,ENSG00000162729,"[160061130, 160068733]"
3058,ENSG00000184678,"[149856010, 149858232]"
860,ENSG00000238705,"[26881033, 26881084]"
4105,ENSG00000270009,"[183589981, 183590626]"
2138,ENSG00000227290,"[87819207, 87837338]"
1984,ENSG00000206620,"[76252757, 76252835]"
2310,ENSG00000228502,"[96912486, 96913874]"
2759,ENSG00000273406,"[120619223, 120619698]"
2531,ENSG00000270380,"[110999127, 110999976]"
848,ENSG00000169442,"[26644448, 26647014]"
1243,ENSG00000225903,"[40099088, 40099575]"
4174,ENSG00000261182,"[188187531, 188189807]"
4270,ENSG00000207759,"[198828173, 198828282]"
3045,ENSG00000233030,"[149757215, 149764576]"
1180,ENSG00000163875,"[37958176, 37980375]"
3460,ENSG00000117036,"[157090983, 157108266]"
4330,ENSG00000200942,"[201702534, 201702633]"
2371,ENSG00000181656,"[101003693, 101007574]"
2,ENSG00000243485,"[29554, 31109]"
5219,ENSG00000203666,"[245133007, 245290466]"
1755,ENSG00000232453,"[59348540, 59362375]"
4011,ENSG00000269064,"[179443716, 179457805]"
1048,ENSG00000160055,"[32680073, 32687972]"
1418,ENSG00000268949,"[45454377, 45457506]"
5069,ENSG00000168243,"[235710987, 235814054]"
862,ENSG00000252802,"[26920431, 26920532]"
3863,ENSG00000202082,"[171387783, 171387889]"
4682,ENSG00000223842,"[219395590, 219398839]"
2551,ENSG00000272982,"[111723996, 111724113]"
5300,ENSG00000197591,"[248004199, 248005254]"
2431,ENSG00000270976,"[107322845, 107323057]"
3797,ENSG00000143185,"[168510003, 168513235]"
310,ENSG00000228526,"[9242066, 9262678]"
1618,ENSG00000242391,"[53346888, 53347402]"
1092,ENSG00000134686,"[33789224, 33896653]"
1940,ENSG00000237726,"[71716682, 71717802]"
3825,ENSG00000171806,"[169761670, 169764107]"
1229,ENSG00000206654,"[39586612, 39586715]"
5067,ENSG00000232714,"[235705059, 235705397]"
1733,ENSG00000173406,"[57460451, 59012406]"
5342,ENSG00000183310,"[248737022, 248738080]"
3750,ENSG00000232148,"[166732571, 166762004]"
3063,ENSG00000143368,"[149895209, 149900236]"
2622,ENSG00000081019,"[114304454, 114355098]"
1393,ENSG00000263381,"[45011165, 45011224]"
4349,ENSG00000143851,"[202116141, 202130716]"
2834,ENSG00000231360,"[144339738, 144521058]"
2405,ENSG00000234037,"[103820969, 103835986]"
3009,ENSG00000252105,"[149286177, 149286322]"
4122,ENSG00000116406,"[184659365, 184724047]"
762,ENSG00000264926,"[24255560, 24255637]"
3890,ENSG00000094975,"[172501489, 172580971]"
4712,ENSG00000226226,"[220641296, 220642150]"
966,ENSG00000226852,"[29194087, 29197779]"
3314,ENSG00000169291,"[154442248, 154474589]"
3441,ENSG00000237588,"[156657487, 156661789]"
682,ENSG00000176378,"[21786249, 21786575]"
2546,ENSG00000273010,"[111505924, 111507271]"
991,ENSG00000231949,"[30888672, 30893955]"
914,ENSG00000009780,"[28052490, 28089633]"
5349,ENSG00000189181,"[248844628, 248845629]"
4490,ENSG00000136653,"[206680879, 206762616]"
185,ENSG00000177133,"[2976179, 2985001]"
922,ENSG00000252947,"[28160912, 28161077]"
4689,ENSG00000252086,"[219935131, 219935217]"
4170,ENSG00000236401,"[187675692, 187678029]"
3556,ENSG00000269620,"[159879884, 159880159]"
1619,ENSG00000121310,"[53361656, 53392884]"
1830,ENSG00000228056,"[64308862, 64309356]"
2484,ENSG00000143106,"[109941653, 109969062]"
3148,ENSG00000143376,"[151584541, 151671567]"
740,ENSG00000232482,"[23737325, 23738639]"
4726,ENSG00000226211,"[221307207, 221307563]"
971,ENSG00000206704,"[29312222, 29312322]"
2564,ENSG00000085465,"[111956936, 111970399]"
3962,ENSG00000231020,"[176274808, 176275231]"
1116,ENSG00000230163,"[35316295, 35317156]"
156,ENSG00000157933,"[2160134, 2241558]"
2467,ENSG00000237349,"[109529585, 109529867]"
3860,ENSG00000225704,"[171314228, 171314459]"
831,ENSG00000252190,"[26332497, 26332621]"
835,ENSG00000158022,"[26377795, 26394927]"
2825,ENSG00000236334,"[143767144, 143767881]"
502,ENSG00000215695,"[15986364, 15988217]"
989,ENSG00000231251,"[30699370, 30699462]"
3937,ENSG00000223525,"[174866095, 174867133]"
923,ENSG00000268552,"[28177085, 28177255]"
2044,ENSG00000235756,"[80557788, 80558922]"
1980,ENSG00000178193,"[76175688, 76189696]"
249,ENSG00000162413,"[6650784, 6674667]"
3911,ENSG00000076321,"[173684080, 173755840]"
2683,ENSG00000177173,"[117075558, 117076714]"
1346,ENSG00000179178,"[43735665, 43739673]"
4900,ENSG00000202056,"[228743494, 228743602]"
4588,ENSG00000117650,"[211836114, 211848960]"
3653,ENSG00000234211,"[161641768, 161644614]"
355,ENSG00000272078,"[10699298, 10714390]"
744,ENSG00000117318,"[23884409, 23886285]"
844,ENSG00000130695,"[26560691, 26605299]"
723,ENSG00000004487,"[23345941, 23410182]"
1976,ENSG00000224493,"[75987247, 75987916]"
2955,ENSG00000207340,"[147834502, 147834665]"
4340,ENSG00000273478,"[201964824, 201965480]"
2214,ENSG00000174842,"[92711959, 92764544]"
3648,ENSG00000072694,"[161551101, 161648444]"
3870,ENSG00000233328,"[171639657, 171640079]"
4488,ENSG00000162888,"[206664449, 206671061]"
3292,ENSG00000231837,"[154051342, 154052439]"
4512,ENSG00000123843,"[207262187, 207273338]"
1258,ENSG00000168389,"[40420802, 40435638]"
2988,ENSG00000230582,"[148806015, 148806799]"
85,ENSG00000272141,"[1104737, 1105723]"
746,ENSG00000229239,"[23996784, 24006749]"
1867,ENSG00000264720,"[67094123, 67094200]"
1315,ENSG00000177181,"[42846466, 42888249]"
3898,ENSG00000230849,"[173110239, 173111489]"
962,ENSG00000162419,"[28995244, 29045865]"
265,ENSG00000269978,"[7760764, 7761030]"
2428,ENSG00000237480,"[106615869, 106627121]"
4116,ENSG00000244568,"[184304792, 184305081]"
3086,ENSG00000225996,"[150521897, 150524367]"
3139,ENSG00000143442,"[151375200, 151431941]"
2069,ENSG00000236268,"[83439565, 83451891]"
4202,ENSG00000226723,"[192215838, 192216617]"
1800,ENSG00000132855,"[63063158, 63071830]"
2235,ENSG00000252752,"[93475814, 93475908]"
3543,ENSG00000223603,"[159674773, 159675397]"
3062,ENSG00000159164,"[149874870, 149889434]"
2212,ENSG00000233125,"[92694138, 92694992]"
5216,ENSG00000201758,"[245107212, 245107518]"
4266,ENSG00000261573,"[198626682, 198636190]"
5049,ENSG00000188739,"[235294498, 235324772]"
1985,ENSG00000207241,"[76253574, 76253657]"
1371,ENSG00000117410,"[44440159, 44443967]"
2122,ENSG00000236915,"[87036864, 87158886]"
3907,ENSG00000238272,"[173524390, 173581911]"
5143,ENSG00000199241,"[240861620, 240861729]"
2057,ENSG00000223026,"[81717474, 81717781]"
5141,ENSG00000251750,"[240816667, 240816777]"
3947,ENSG00000230687,"[175172364, 175173985]"
2058,ENSG00000117114,"[81771845, 82458120]"
3711,ENSG00000252359,"[165041710, 165041781]"
2904,ENSG00000237188,"[146644350, 146683136]"
3838,ENSG00000224286,"[170240744, 170253349]"
4806,ENSG00000227496,"[225888306, 225939945]"
5308,ENSG00000196936,"[248112160, 248113098]"
284,ENSG00000162426,"[8377886, 8404227]"
95,ENSG00000230415,"[1210603, 1215800]"
5118,ENSG00000224783,"[238940349, 238942500]"
2664,ENSG00000118729,"[116242628, 116311402]"
3955,ENSG00000143207,"[175913967, 176176629]"
3442,ENSG00000143320,"[156669398, 156675608]"
4558,ENSG00000117597,"[210001352, 210030910]"
5266,ENSG00000215795,"[247347115, 247348784]"
2649,ENSG00000227970,"[115379848, 115394074]"
2280,ENSG00000224081,"[95104017, 95285837]"
2521,ENSG00000224965,"[110751456, 110752609]"
3613,ENSG00000143217,"[161040785, 161059389]"
1284,ENSG00000237899,"[41134761, 41153260]"
4022,ENSG00000231966,"[179798744, 179805259]"
2003,ENSG00000226084,"[77594768, 77595384]"
2153,ENSG00000117226,"[89472349, 89488577]"
3764,ENSG00000231605,"[167145154, 167165029]"
2239,ENSG00000117500,"[93615299, 93646285]"
3932,ENSG00000237317,"[174336243, 174337177]"
4593,ENSG00000212205,"[211976359, 211976446]"
4151,ENSG00000202025,"[186280957, 186281060]"
43,ENSG00000229376,"[657472, 660283]"
3956,ENSG00000252906,"[175937534, 175937676]"
4416,ENSG00000143845,"[204100190, 204121307]"
2802,ENSG00000265661,"[143163750, 143163822]"
3089,ENSG00000264508,"[150539040, 150539336]"
4896,ENSG00000266174,"[228649775, 228649853]"
4808,ENSG00000223306,"[225928977, 225929084]"
4333,ENSG00000198892,"[201857808, 201861434]"
1809,ENSG00000229225,"[63543752, 63544702]"
1003,ENSG00000202107,"[31421964, 31422049]"
3859,ENSG00000076258,"[171283347, 171311223]"
2393,ENSG00000226715,"[102189298, 102195170]"
1076,ENSG00000121905,"[33351595, 33364042]"
4683,ENSG00000228536,"[219583023, 219585283]"
3855,ENSG00000231424,"[171216719, 171220933]"
3412,ENSG00000160781,"[156213206, 156217881]"
4577,ENSG00000236809,"[211590367, 211591276]"
300,ENSG00000238249,"[8953468, 8954210]"
2898,ENSG00000234225,"[146473490, 146475177]"
2507,ENSG00000224927,"[110353264, 110353620]"
942,ENSG00000270605,"[28566020, 28567964]"
4656,ENSG00000229242,"[216059924, 216074806]"
2370,ENSG00000228086,"[100927955, 100951553]"
1259,ENSG00000228477,"[40428352, 40429076]"
4659,ENSG00000226013,"[216374977, 216375168]"
2522,ENSG00000116396,"[110753965, 110825722]"
3156,ENSG00000236940,"[151730135, 151730918]"
4559,ENSG00000143469,"[210111538, 210337636]"
4101,ENSG00000232860,"[183430009, 183440881]"
841,ENSG00000142675,"[26503894, 26516377]"
1868,ENSG00000248458,"[67131547, 67142710]"
326,ENSG00000178585,"[9908334, 9970394]"
2436,ENSG00000162631,"[107682629, 108026080]"
3208,ENSG00000203786,"[152730506, 152734529]"
4977,ENSG00000229595,"[231253577, 231254071]"
1464,ENSG00000197587,"[46972668, 46979898]"
3131,ENSG00000143393,"[151264273, 151300191]"
2061,ENSG00000227960,"[81970784, 81971981]"
4483,ENSG00000196188,"[206317459, 206332104]"
2571,ENSG00000143110,"[112016414, 112021134]"
3103,ENSG00000224800,"[150853712, 150854159]"
3333,ENSG00000163352,"[154966062, 154966791]"
603,ENSG00000255275,"[19175767, 19247615]"
4418,ENSG00000143839,"[204123944, 204135465]"
865,ENSG00000235069,"[26973938, 26974172]"
1890,ENSG00000232048,"[68125838, 68126696]"
4042,ENSG00000236719,"[180528112, 180535654]"
4923,ENSG00000271475,"[228912059, 228912612]"
4861,ENSG00000225934,"[227786125, 227786795]"
3367,ENSG00000225855,"[155286654, 155293967]"
1280,ENSG00000117010,"[40997233, 41013841]"
830,ENSG00000207237,"[26290688, 26290791]"
3149,ENSG00000206635,"[151601800, 151601906]"
3799,ENSG00000143184,"[168545711, 168551315]"
1904,ENSG00000237622,"[68841010, 68841346]"
4551,ENSG00000123689,"[209848765, 209849733]"
4403,ENSG00000122188,"[203734304, 203745361]"
2050,ENSG00000227062,"[80929986, 80930403]"
1302,ENSG00000229901,"[41840676, 41841341]"
328,ENSG00000162441,"[9982173, 10003465]"
1704,ENSG00000231090,"[55683534, 55699850]"
2493,ENSG00000225113,"[110138847, 110140403]"
5305,ENSG00000226191,"[248099363, 248100815]"
4025,ENSG00000272906,"[179850742, 179851730]"
479,ENSG00000235829,"[15018625, 15019109]"
3629,ENSG00000158874,"[161192082, 161193421]"
1175,ENSG00000223944,"[37728340, 37790701]"
4905,ENSG00000200381,"[228752738, 228752856]"
2957,ENSG00000252842,"[147857985, 147858119]"
4010,ENSG00000236539,"[179416737, 179426450]"
117,ENSG00000215915,"[1385069, 1405538]"
2862,ENSG00000201558,"[145382757, 145382920]"
879,ENSG00000172746,"[27306656, 27307466]"
1029,ENSG00000266580,"[32224261, 32224336]"
466,ENSG00000162494,"[13801445, 13840543]"
4640,ENSG00000272167,"[214202236, 214204109]"
3083,ENSG00000228126,"[150488233, 150490508]"
1901,ENSG00000221203,"[68649201, 68649293]"
1975,ENSG00000137968,"[75667816, 76076801]"
776,ENSG00000158055,"[24645812, 24690972]"
1786,ENSG00000212360,"[62318171, 62318274]"
4794,ENSG00000143786,"[224622362, 224928251]"
5306,ENSG00000196071,"[248100493, 248264224]"
84,ENSG00000198976,"[1104385, 1104467]"
1665,ENSG00000116209,"[54497347, 54519177]"
3487,ENSG00000230942,"[158236543, 158237110]"
2789,ENSG00000265715,"[142667289, 142667363]"
2143,ENSG00000230053,"[88963992, 88964359]"
2199,ENSG00000239794,"[92295333, 92295631]"
511,ENSG00000224321,"[16119291, 16119780]"
3209,ENSG00000240386,"[152748848, 152749445]"
731,ENSG00000179546,"[23516993, 23521222]"
2220,ENSG00000229992,"[93112605, 93113187]"
4626,ENSG00000185523,"[213003483, 213020991]"
4740,ENSG00000234419,"[222641436, 222644224]"
2783,ENSG00000230880,"[142618769, 142729975]"
2002,ENSG00000142892,"[77554675, 77685115]"
5203,ENSG00000173728,"[244515937, 244552965]"
3666,ENSG00000266144,"[162126897, 162126972]"
4886,ENSG00000270110,"[228483612, 228490699]"
4470,ENSG00000133065,"[205758221, 205782876]"
1633,ENSG00000235563,"[53580248, 53584281]"
2757,ENSG00000261662,"[120451878, 120453236]"
2859,ENSG00000255168,"[145209145, 145319796]"
1184,ENSG00000237749,"[38021843, 38022108]"
3122,ENSG00000163154,"[151129105, 151132225]"
3184,ENSG00000236427,"[152178334, 152179533]"
2055,ENSG00000229752,"[81563952, 81564690]"
4334,ENSG00000223774,"[201862970, 201869106]"
4083,ENSG00000135824,"[182615239, 182653711]"
127,ENSG00000197530,"[1550795, 1565990]"
4450,ENSG00000133069,"[205197304, 205242471]"
164,ENSG00000271847,"[2309056, 2309799]"
5081,ENSG00000252822,"[236223977, 236224072]"
1510,ENSG00000231413,"[48544459, 48547868]"
3199,ENSG00000176075,"[152627953, 152629280]"
1319,ENSG00000186409,"[42929001, 43120335]"
2540,ENSG00000237415,"[111390699, 111391563]"
472,ENSG00000237445,"[13983806, 13986405]"
1997,ENSG00000199921,"[77218820, 77218925]"
18,ENSG00000241670,"[228292, 228775]"
3952,ENSG00000224718,"[175846479, 175849604]"
2956,ENSG00000215863,"[147835127, 147931933]"
2042,ENSG00000235011,"[79789454, 79790548]"
2137,ENSG00000143013,"[87794151, 87814606]"
1025,ENSG00000235790,"[32109650, 32125539]"
97,ENSG00000131584,"[1227756, 1244989]"
4807,ENSG00000226349,"[225898670, 225923976]"
3114,ENSG00000163141,"[151009046, 151020076]"
2835,ENSG00000255854,"[144363462, 144364246]"
3161,ENSG00000268288,"[151738962, 151739476]"
449,ENSG00000231219,"[13379149, 13381237]"
550,ENSG00000225710,"[16875146, 16879026]"
4372,ENSG00000243113,"[202842422, 202843454]"
3744,ENSG00000230231,"[166443982, 166450802]"
178,ENSG00000157870,"[2517930, 2522908]"
4529,ENSG00000203709,"[207974863, 208042495]"
3654,ENSG00000213075,"[161653485, 161655042]"
1340,ENSG00000207256,"[43457109, 43457215]"
5206,ENSG00000035687,"[244571796, 244615436]"
3548,ENSG00000158714,"[159796540, 159807039]"
3520,ENSG00000265589,"[159029039, 159029116]"
1591,ENSG00000157077,"[52608046, 52812358]"
1516,ENSG00000272491,"[48693560, 48695233]"
741,ENSG00000088280,"[23755056, 23811061]"
1769,ENSG00000265535,"[60440431, 60440726]"
4966,ENSG00000225656,"[230959387, 230960453]"
483,ENSG00000215720,"[15518324, 15519341]"
5027,ENSG00000059588,"[234527059, 234614849]"
2810,ENSG00000242569,"[143347958, 143376829]"
2021,ENSG00000162613,"[78409740, 78444794]"
5303,ENSG00000177462,"[248084320, 248085258]"
1910,ENSG00000225167,"[68980058, 68980352]"
2485,ENSG00000143028,"[110009180, 110024759]"
780,ENSG00000266551,"[24855945, 24856204]"
4644,ENSG00000213036,"[214656156, 214656730]"
77,ENSG00000217801,"[995114, 1004735]"
1889,ENSG00000242482,"[68122516, 68122812]"
4945,ENSG00000229367,"[229706279, 229706543]"
673,ENSG00000236936,"[21592575, 21593744]"
2203,ENSG00000233228,"[92531863, 92533396]"
458,ENSG00000204486,"[13516066, 13526943]"
2865,ENSG00000121851,"[145456236, 145470388]"
752,ENSG00000057757,"[24104895, 24114722]"
121,ENSG00000160075,"[1477053, 1510249]"
3637,ENSG00000235477,"[161337812, 161341754]"
699,ENSG00000201273,"[22337478, 22337581]"
2924,ENSG00000234190,"[147249700, 147261065]"
4748,ENSG00000186063,"[222841355, 222886552]"
1492,ENSG00000226252,"[47691469, 47696422]"
5289,ENSG00000230411,"[247830189, 247831143]"
1948,ENSG00000212366,"[73183346, 73183452]"
2086,ENSG00000117133,"[84944942, 84963473]"
3365,ENSG00000143627,"[155259630, 155271225]"
31,ENSG00000239664,"[529833, 532878]"
2154,ENSG00000202385,"[89485929, 89486048]"
2758,ENSG00000134250,"[120454176, 120612240]"
69,ENSG00000187642,"[910579, 917497]"
1449,ENSG00000233114,"[46570622, 46570847]"
5189,ENSG00000054282,"[243419320, 243663394]"
3175,ENSG00000240667,"[151991138, 151994984]"
3627,ENSG00000158869,"[161185024, 161190489]"
3877,ENSG00000010165,"[171750788, 171783163]"
3959,ENSG00000232463,"[176200336, 176200966]"
5090,ENSG00000116977,"[236681300, 236716281]"
3221,ENSG00000163209,"[152974223, 152976332]"
3146,ENSG00000223861,"[151529922, 151530416]"
1531,ENSG00000221746,"[50447887, 50447967]"
4501,ENSG00000162891,"[207038699, 207042568]"
2432,ENSG00000233449,"[107345377, 107346049]"
4361,ENSG00000143858,"[202559724, 202679545]"
3574,ENSG00000132716,"[160185505, 160254920]"
3182,ENSG00000215853,"[152126071, 152131704]"
1912,ENSG00000235446,"[69709055, 69715106]"
504,ENSG00000116786,"[16010827, 16061264]"
339,ENSG00000201746,"[10223326, 10223432]"
3580,ENSG00000235082,"[160287193, 160287496]"
5023,ENSG00000236358,"[234492752, 234501574]"
798,ENSG00000272432,"[25574328, 25574812]"
5028,ENSG00000231768,"[234663637, 234667525]"
5155,ENSG00000117009,"[241695434, 241758944]"
61,ENSG00000230699,"[846815, 850328]"
1775,ENSG00000162599,"[61330931, 61928465]"
2845,ENSG00000178104,"[144836157, 145076186]"
5288,ENSG00000235749,"[247803051, 247910364]"
2460,ENSG00000116266,"[109289296, 109352148]"
4237,ENSG00000162687,"[196194909, 196578355]"
1567,ENSG00000238140,"[51927393, 51929088]"
4289,ENSG00000229220,"[200116659, 200117407]"
4742,ENSG00000143512,"[222695602, 222721445]"
4456,ENSG00000186007,"[205350506, 205425082]"
2848,ENSG00000266739,"[144877330, 144877395]"
1689,ENSG00000271723,"[55107459, 55207981]"
4153,ENSG00000268662,"[186364123, 186365908]"
2986,ENSG00000206968,"[148766938, 148767102]"
2419,ENSG00000243500,"[104615632, 104616159]"
4454,ENSG00000235363,"[205320375, 205320599]"
5065,ENSG00000226663,"[235703353, 235704715]"
1568,ENSG00000227070,"[51983981, 52027301]"
3965,ENSG00000237514,"[176585404, 176585925]"
2339,ENSG00000099260,"[100111499, 100160097]"
2094,ENSG00000171517,"[85277285, 85358896]"
2041,ENSG00000266388,"[79600818, 79600911]"
4373,ENSG00000183155,"[202848085, 202858263]"
2200,ENSG00000266532,"[92404826, 92405131]"
2272,ENSG00000178596,"[94767594, 94768578]"
381,ENSG00000132879,"[11714432, 11723384]"
3864,ENSG00000234333,"[171413838, 171414102]"
2412,ENSG00000243480,"[104159999, 104168402]"
